;image;nnodes;width;height;npixels;runtime
0;val_157.png;107981;1920;1080;2073600;18788
1;val_084.png;62776;1920;1080;2073600;15116
2;val_178.png;151311;1920;1080;2073600;17697
3;val_153.png;106318;1920;1080;2073600;17911
4;val_003.png;110846;1920;1080;2073600;14884
5;val_062.png;133174;1920;1080;2073600;17373
6;val_151.png;231574;1920;1080;2073600;19819
7;val_092.png;115024;1920;1080;2073600;20511
8;val_033.png;125414;1920;1080;2073600;17997
9;val_061.png;153040;1920;1080;2073600;20944
10;val_123.png;90626;1920;1080;2073600;17079
11;val_023.png;197080;1920;1080;2073600;21495
12;val_047.png;153145;1920;1080;2073600;19905
13;val_145.png;92842;1920;1080;2073600;18539
14;val_170.png;90162;1920;1080;2073600;18409
15;val_169.png;136701;1920;1080;2073600;19684
16;val_078.png;88813;1920;1080;2073600;17512
17;val_114.png;110751;1920;1080;2073600;15282
18;val_043.png;141507;1920;1080;2073600;20604
19;val_034.png;171935;1920;1080;2073600;13965
20;val_045.png;90050;1920;1080;2073600;20579
21;val_168.png;140976;1920;1080;2073600;18799
22;val_201.png;115127;1920;1080;2073600;17769
23;val_113.png;97093;1920;1080;2073600;14541
24;val_005.png;95646;1920;1080;2073600;18668
25;val_186.png;126420;1920;1080;2073600;15765
26;val_196.png;140645;1920;1080;2073600;19970
27;val_140.png;99679;1920;1080;2073600;12799
28;val_150.png;195204;1920;1080;2073600;19989
29;val_174.png;177887;1920;1080;2073600;20501
30;val_020.png;170194;1920;1080;2073600;19081
31;val_164.png;178570;1920;1080;2073600;18692
32;val_011.png;178927;1920;1080;2073600;16628
33;val_116.png;225273;1920;1080;2073600;20163
34;val_046.png;164836;1920;1080;2073600;15085
35;val_066.png;113363;1920;1080;2073600;16587
36;val_107.png;58083;1920;1080;2073600;14058
37;val_096.png;111667;1920;1080;2073600;19651
38;val_029.png;218215;1920;1080;2073600;20123
39;val_009.png;119205;1920;1080;2073600;17963
40;val_090.png;134137;1920;1080;2073600;19666
41;val_111.png;84694;1920;1080;2073600;13424
42;val_132.png;167064;1920;1080;2073600;19185
43;val_130.png;175635;1920;1080;2073600;19020
44;val_060.png;147187;1920;1080;2073600;17414
45;val_050.png;105475;1920;1080;2073600;14945
46;val_018.png;80733;1920;1080;2073600;11335
47;val_058.png;279706;1920;1080;2073600;22908
48;val_064.png;154034;1920;1080;2073600;17747
49;val_079.png;124414;1920;1080;2073600;15210
50;val_134.png;59994;1920;1080;2073600;14557
51;val_065.png;142356;1920;1080;2073600;13323
52;val_105.png;176987;1920;1080;2073600;19559
53;val_052.png;92332;1920;1080;2073600;15916
54;val_198.png;188799;1920;1080;2073600;19748
55;val_189.png;144890;1920;1080;2073600;15634
56;val_074.png;138858;1920;1080;2073600;14617
57;val_104.png;98271;1920;1080;2073600;15153
58;val_053.png;119475;1920;1080;2073600;19471
59;val_099.png;146582;1920;1080;2073600;18273
60;val_121.png;185182;1920;1080;2073600;18690
61;val_037.png;142820;1920;1080;2073600;17439
62;val_072.png;171579;1920;1080;2073600;18024
63;val_194.png;130333;1920;1080;2073600;16984
64;val_026.png;171941;1920;1080;2073600;19769
65;val_081.png;108564;1920;1080;2073600;16500
