;image;nnodes;width;height;npixels;runtime
0;val_157.png;4858;240;135;32400;263
1;val_084.png;2161;240;135;32400;237
2;val_178.png;5455;240;135;32400;253
3;val_153.png;3586;240;135;32400;251
4;val_003.png;3914;240;135;32400;243
5;val_062.png;5275;240;135;32400;269
6;val_151.png;5113;240;135;32400;255
7;val_092.png;6350;240;135;32400;289
8;val_033.png;5275;240;135;32400;272
9;val_061.png;4619;240;135;32400;266
10;val_123.png;3917;240;135;32400;246
11;val_023.png;5782;240;135;32400;281
12;val_047.png;6986;240;135;32400;300
13;val_145.png;2959;240;135;32400;247
14;val_170.png;4306;240;135;32400;265
15;val_169.png;6427;240;135;32400;295
16;val_078.png;4083;240;135;32400;259
17;val_114.png;3012;240;135;32400;228
18;val_043.png;5985;240;135;32400;286
19;val_034.png;4681;240;135;32400;243
20;val_045.png;3966;240;135;32400;269
21;val_168.png;5485;240;135;32400;270
22;val_201.png;5766;240;135;32400;275
23;val_113.png;3992;240;135;32400;251
24;val_005.png;3828;240;135;32400;252
25;val_186.png;5621;240;135;32400;256
26;val_196.png;4384;240;135;32400;262
27;val_140.png;3968;240;135;32400;255
28;val_150.png;5071;240;135;32400;269
29;val_174.png;6254;240;135;32400;297
30;val_020.png;4738;240;135;32400;254
31;val_164.png;5887;240;135;32400;274
32;val_011.png;6265;240;135;32400;270
33;val_116.png;5751;240;135;32400;266
34;val_046.png;6600;240;135;32400;253
35;val_066.png;3020;240;135;32400;238
36;val_107.png;3279;240;135;32400;231
37;val_096.png;5246;240;135;32400;261
38;val_029.png;5482;240;135;32400;271
39;val_009.png;4400;240;135;32400;257
40;val_090.png;5282;240;135;32400;274
41;val_111.png;4267;240;135;32400;198
42;val_132.png;6170;240;135;32400;277
43;val_130.png;4908;240;135;32400;256
44;val_060.png;5366;240;135;32400;253
45;val_050.png;4291;240;135;32400;249
46;val_018.png;3534;240;135;32400;237
47;val_058.png;8548;240;135;32400;305
48;val_064.png;5326;240;135;32400;261
49;val_079.png;4675;240;135;32400;239
50;val_134.png;3117;240;135;32400;238
51;val_065.png;5351;240;135;32400;259
52;val_105.png;7020;240;135;32400;299
53;val_052.png;2723;240;135;32400;231
54;val_198.png;6143;240;135;32400;272
55;val_189.png;5062;240;135;32400;264
56;val_074.png;4165;240;135;32400;245
57;val_104.png;4878;240;135;32400;238
58;val_053.png;3996;240;135;32400;265
59;val_099.png;6489;240;135;32400;290
60;val_121.png;6483;240;135;32400;289
