;Unnamed: 0;image;nnodes;width;height;npixels;runtime_non_diff;runtime_exact_edt;runtime_max_diff;runtime_max_dist_opt2;runtime_max_dist_opt3;speedup_non_diff;speedup_exact;speedup_max_diff;speedup_max_dist_opt2
0;0;val_157.png;37352;960;540;518400;4245.0;4437.333333333333;2106.3333333333335;1153.3333333333333;904.0;4.695796460176991;4.908554572271386;2.330014749262537;1.275811209439528
1;1;val_084.png;20564;960;540;518400;3393.3333333333335;4077.6666666666665;1306.3333333333333;839.6666666666666;643.0;5.27734577501296;6.341627786417833;2.031622602384655;1.305857957490928
2;2;val_178.png;53891;960;540;518400;4006.0;4573.666666666667;2066.3333333333335;1094.0;868.6666666666666;4.611665387567153;5.265157329240216;2.3787413660782812;1.2594013814274752
3;3;val_153.png;37833;960;540;518400;4089.6666666666665;4353.0;1642.0;1000.6666666666666;773.0;5.290642518326865;5.6313065976714105;2.1241914618369986;1.294523501509271
4;4;val_003.png;37817;960;540;518400;3420.6666666666665;4221.666666666667;1745.0;1060.3333333333333;829.6666666666666;4.122940940136601;5.0883889112093215;2.103254319003616;1.278023302531137
5;5;val_062.png;47875;960;540;518400;4024.0;4603.666666666667;2064.3333333333335;1124.3333333333333;885.3333333333334;4.545180722891566;5.199924698795181;2.3317018072289155;1.2699548192771084
6;6;val_151.png;72878;960;540;518400;4418.666666666667;4966.333333333333;2033.3333333333333;1010.3333333333334;803.6666666666666;5.498133554541685;6.179593529655745;2.5300705101617584;1.2571547075902116
7;7;val_092.png;44334;960;540;518400;4684.0;4872.333333333333;2543.3333333333335;1263.0;994.6666666666666;4.709115281501341;4.898458445040214;2.5569705093833783;1.2697721179624666
8;8;val_033.png;44122;960;540;518400;4110.333333333333;4743.666666666667;1938.3333333333333;1049.6666666666667;829.6666666666666;4.9541984732824424;5.7175572519083975;2.336279630373644;1.2651667336279633
9;9;val_061.png;48969;960;540;518400;4616.333333333333;4716.0;2341.3333333333335;1327.3333333333333;1048.0;4.4048982188295165;4.5;2.2340966921119594;1.2665394402035624
10;10;val_123.png;31598;960;540;518400;3943.3333333333335;4186.0;1905.0;1124.3333333333333;874.0;4.511823035850496;4.7894736842105265;2.179633867276888;1.286422578184592
11;11;val_023.png;64494;960;540;518400;4778.333333333333;5073.333333333333;2380.3333333333335;1199.6666666666667;955.0;5.00349040139616;5.31239092495637;2.492495636998255;1.256195462478185
12;12;val_047.png;53368;960;540;518400;4560.333333333333;5062.333333333333;2460.6666666666665;1251.6666666666667;999.3333333333334;4.563375583722481;5.065710473649099;2.4623082054703134;1.252501667778519
13;13;val_145.png;30368;960;540;518400;4097.666666666667;4392.0;1660.3333333333333;1000.6666666666666;791.6666666666666;5.176000000000001;5.547789473684211;2.0972631578947367;1.264
14;14;val_170.png;32814;960;540;518400;4108.666666666667;4557.666666666667;2076.6666666666665;1172.3333333333333;917.6666666666666;4.477297493643299;4.966581910642936;2.2629858336360336;1.2775154377043225
15;15;val_169.png;48916;960;540;518400;4501.666666666667;4859.333333333333;2326.6666666666665;1149.6666666666667;920.0;4.893115942028986;5.2818840579710145;2.5289855072463765;1.2496376811594203
16;16;val_078.png;32629;960;540;518400;3932.0;4275.666666666667;1893.6666666666667;1061.0;842.3333333333334;4.66798575385833;5.0759794222398105;2.2481203007518795;1.2595963593193509
17;17;val_114.png;37393;960;540;518400;3572.6666666666665;4135.0;1429.3333333333333;851.3333333333334;695.0;5.140527577937649;5.9496402877697845;2.0565947242206235;1.2249400479616308
18;18;val_043.png;50598;960;540;518400;4491.333333333333;4876.666666666667;2412.0;1300.3333333333333;1019.6666666666666;4.404707420725727;4.782608695652175;2.3654789146779995;1.2752533507682249
19;19;val_034.png;53802;960;540;518400;3143.3333333333335;4388.666666666667;1498.0;850.6666666666666;673.3333333333334;4.6683168316831685;6.517821782178218;2.2247524752475245;1.2633663366336632
20;20;val_045.png;31455;960;540;518400;4574.0;4447.333333333333;2034.0;1157.6666666666667;923.3333333333334;4.953790613718412;4.816606498194945;2.202888086642599;1.2537906137184116
21;21;val_168.png;52535;960;540;518400;4397.333333333333;4749.0;2424.0;1243.6666666666667;983.6666666666666;4.470349034225686;4.827854964418841;2.4642494069806844;1.2643171806167401
22;22;val_201.png;45227;960;540;518400;4143.333333333333;4634.0;2091.3333333333335;1053.3333333333333;838.3333333333334;4.94234592445328;5.5276341948310135;2.4946322067594435;1.2564612326043736
23;23;val_113.png;33900;960;540;518400;3167.0;4554.666666666667;1558.3333333333333;854.0;671.0;4.719821162444113;6.787878787878788;2.322404371584699;1.2727272727272727
24;24;val_005.png;35162;960;540;518400;4046.0;4345.0;1720.6666666666667;1021.0;807.0;5.01363073110285;5.384138785625774;2.1321767864518795;1.265179677819083
25;25;val_186.png;46238;960;540;518400;3397.3333333333335;4413.333333333333;1962.0;1117.3333333333333;892.6666666666666;3.805825242718447;4.943988050784167;2.197908887229276;1.2516803584764749
26;26;val_196.png;44563;960;540;518400;4358.666666666667;4613.0;2106.6666666666665;1159.3333333333333;917.6666666666666;4.74972756992372;5.026879767526335;2.295677442789684;1.2633490737377406
27;27;val_140.png;35560;960;540;518400;2913.0;4272.333333333333;1644.6666666666667;962.3333333333334;753.6666666666666;3.865103936311367;5.6687306501547985;2.1822202565236624;1.2768686421937196
28;28;val_150.png;60781;960;540;518400;4449.666666666667;4844.0;2050.0;1079.0;862.6666666666666;5.1580370942812985;5.615146831530139;2.376352395672334;1.250772797527048
29;29;val_174.png;61910;960;540;518400;4740.666666666667;5115.0;2421.3333333333335;1206.0;957.0;4.953674677812609;5.344827586206897;2.5301288749564614;1.2601880877742946
30;30;val_020.png;54427;960;540;518400;4291.333333333333;4710.0;1960.6666666666667;1026.0;811.6666666666666;5.287063655030801;5.802874743326489;2.415605749486653;1.2640657084188913
31;31;val_164.png;58237;960;540;518400;4117.333333333333;4771.666666666667;2181.6666666666665;1191.0;952.3333333333334;4.32341617080854;5.010500525026251;2.290864543227161;1.2506125306265312
32;32;val_011.png;61979;960;540;518400;3736.0;4896.666666666667;2043.6666666666667;1066.0;866.0;4.3140877598152425;5.654349499615089;2.359892224788299;1.2309468822170901
33;33;val_116.png;71938;960;540;518400;4536.666666666667;4963.333333333333;2078.3333333333335;1016.6666666666666;823.6666666666666;5.5078915418858765;6.025900445163901;2.5232699312019427;1.234318089842169
34;34;val_046.png;60677;960;540;518400;3414.3333333333335;4506.0;1953.6666666666667;1025.3333333333333;841.3333333333334;4.05824088748019;5.355784469096672;2.322107765451664;1.218700475435816
35;35;val_066.png;37375;960;540;518400;3805.3333333333335;4159.0;1581.3333333333333;894.6666666666666;709.6666666666666;5.362141850634101;5.860497886331611;2.228276186002818;1.2606857679661814
36;36;val_107.png;23128;960;540;518400;3250.3333333333335;3893.3333333333335;1706.0;996.6666666666666;779.6666666666666;4.168875587858059;4.993587002992732;2.1881145788798633;1.278324070115434
37;37;val_096.png;42364;960;540;518400;4228.333333333333;4559.0;2240.0;1202.0;957.3333333333334;4.416782729805013;4.762186629526462;2.3398328690807797;1.2555710306406684
38;38;val_029.png;68234;960;540;518400;4412.666666666667;5106.0;2245.6666666666665;1090.6666666666667;870.3333333333334;5.070088088854845;5.866717732669475;2.5802374569130597;1.253159708923784
39;39;val_009.png;39979;960;540;518400;4135.333333333333;4345.333333333333;2099.0;1169.3333333333333;925.6666666666666;4.4674108750450126;4.694274396831113;2.2675549153763055;1.2632337054375224
40;40;val_090.png;47445;960;540;518400;4503.333333333333;4776.0;2112.3333333333335;1114.3333333333333;869.6666666666666;5.178229206592564;5.491759294748946;2.4288999616711386;1.2813338443848217
41;41;val_111.png;33416;960;540;518400;2975.6666666666665;3601.3333333333335;1709.0;989.6666666666666;789.3333333333334;3.769847972972973;4.5625;2.165118243243243;1.2538006756756757
42;42;val_132.png;58284;960;540;518400;4441.333333333333;4884.0;2317.0;1166.0;934.6666666666666;4.751783166904422;5.225392296718973;2.4789586305278175;1.247503566333809
43;43;val_130.png;57052;960;540;518400;4283.333333333333;4555.0;2024.6666666666667;1062.0;851.6666666666666;5.029354207436399;5.348336594911937;2.3772994129158516;1.2469667318982387
44;44;val_060.png;51872;960;540;518400;3895.3333333333335;4486.666666666667;2005.0;1144.6666666666667;919.0;4.238665215814291;4.882118244468626;2.181719260065288;1.245556764599202
45;45;val_050.png;38175;960;540;518400;3324.6666666666665;4235.666666666667;1755.3333333333333;1032.3333333333333;833.3333333333334;3.9896;5.0828;2.1064;1.2388
46;46;val_018.png;28246;960;540;518400;2492.6666666666665;3979.0;1540.3333333333333;942.0;745.6666666666666;3.342869915064819;5.336164506034868;2.065713008493518;1.263299061242736
47;47;val_058.png;98351;960;540;518400;5239.666666666667;5840.333333333333;2678.0;1234.3333333333333;999.6666666666666;5.241413804601534;5.842280760253418;2.6788929643214408;1.2347449149716572
48;48;val_064.png;52840;960;540;518400;4108.333333333333;4593.0;2229.0;1181.3333333333333;932.3333333333334;4.4065069717554515;4.926349660350375;2.3907758312477654;1.2670718627100463
49;49;val_079.png;44711;960;540;518400;3374.0;4232.0;1640.3333333333333;974.3333333333334;771.0;4.376134889753567;5.488975356679637;2.127539991353221;1.2637267617812364
50;50;val_134.png;23300;960;540;518400;3311.6666666666665;4031.3333333333335;1761.6666666666667;1087.3333333333333;862.0;3.8418406805877803;4.676720804331013;2.0436968290796598;1.2614075792730084
51;51;val_065.png;48054;960;540;518400;3077.3333333333335;4742.666666666667;1674.0;888.3333333333334;715.0;4.303962703962704;6.633100233100233;2.3412587412587413;1.2424242424242424
52;52;val_105.png;59800;960;540;518400;4450.333333333333;5061.666666666667;2315.0;1221.3333333333333;989.3333333333334;4.498315363881401;5.116239892183288;2.3399595687331534;1.2345013477088949
53;53;val_052.png;30643;960;540;518400;3557.0;4068.6666666666665;1454.3333333333333;893.6666666666666;707.3333333333334;5.028746465598492;5.752120640904806;2.056079170593779;1.263430725730443
54;54;val_198.png;62659;960;540;518400;4294.333333333333;4851.0;2395.3333333333335;1205.6666666666667;955.0;4.496684118673647;5.0795811518324605;2.5082024432809775;1.262478184991274
55;55;val_189.png;51912;960;540;518400;3617.3333333333335;4590.666666666667;1923.6666666666667;1031.3333333333333;815.6666666666666;4.43481814466694;5.628116060482224;2.3583980384143852;1.2644053943604414
56;56;val_074.png;46100;960;540;518400;3353.3333333333335;4271.333333333333;1833.6666666666667;1005.3333333333334;801.6666666666666;4.182952182952183;5.328066528066528;2.2873180873180874;1.2540540540540541
57;57;val_104.png;35129;960;540;518400;3307.6666666666665;4154.0;1864.3333333333333;1082.0;856.6666666666666;3.861089494163424;4.849027237354086;2.1762645914396885;1.2630350194552529
