;Unnamed: 0;image;nnodes;width;height;npixels;runtime_non_diff;runtime_exact_edt;runtime_max_diff;runtime_max_dist_opt2;speedup_non_diff;speedup_exact;speedup_max_diff
0;0;val_157.png;13554;480;270;129600;966.3333333333334;1001.0;453.3333333333333;240.33333333333334;4.020804438280167;4.16504854368932;1.88626907073509
1;1;val_084.png;6288;480;270;129600;777.3333333333334;921.3333333333334;317.6666666666667;198.66666666666666;3.9127516778523495;4.63758389261745;1.5989932885906042
2;2;val_178.png;17482;480;270;129600;879.3333333333334;1000.3333333333334;447.6666666666667;213.66666666666666;4.1154446177847115;4.681747269890796;2.095163806552262
3;3;val_153.png;11583;480;270;129600;938.6666666666666;967.0;371.6666666666667;207.0;4.534621578099839;4.671497584541063;1.7954911433172305
4;4;val_003.png;11938;480;270;129600;764.0;930.6666666666666;384.3333333333333;220.33333333333334;3.467473524962178;4.223903177004538;1.7443267776096822
5;5;val_062.png;16064;480;270;129600;910.3333333333334;1031.0;441.6666666666667;219.33333333333334;4.150455927051672;4.7006079027355625;2.013677811550152
6;6;val_151.png;19121;480;270;129600;938.3333333333334;1011.6666666666666;441.6666666666667;210.0;4.468253968253968;4.817460317460317;2.1031746031746033
7;7;val_092.png;16437;480;270;129600;1055.0;1089.0;555.6666666666666;229.66666666666666;4.593613933236575;4.7416545718432515;2.4194484760522497
8;8;val_033.png;15006;480;270;129600;897.6666666666666;1050.3333333333333;436.6666666666667;214.33333333333334;4.188180404354587;4.9004665629860025;2.037325038880249
9;9;val_061.png;14637;480;270;129600;1016.0;1030.6666666666667;494.3333333333333;249.33333333333334;4.074866310160427;4.133689839572193;1.9826203208556148
10;10;val_123.png;10545;480;270;129600;898.6666666666666;927.3333333333334;422.0;232.66666666666666;3.8624641833810887;3.9856733524355303;1.8137535816618913
11;11;val_023.png;18766;480;270;129600;1051.3333333333333;1097.3333333333333;503.6666666666667;237.33333333333334;4.429775280898876;4.623595505617977;2.122191011235955
12;12;val_047.png;19165;480;270;129600;1018.6666666666666;1129.3333333333333;536.0;247.66666666666666;4.113055181695827;4.5598923283983845;2.1641991924629878
13;13;val_145.png;9430;480;270;129600;923.6666666666666;992.0;373.6666666666667;213.0;4.336463223787168;4.657276995305164;1.754303599374022
14;14;val_170.png;11519;480;270;129600;936.0;1024.6666666666667;477.6666666666667;242.33333333333334;3.862448418156809;4.228335625859698;1.9711141678129298
15;15;val_169.png;17167;480;270;129600;1021.0;1103.3333333333333;514.6666666666666;226.66666666666666;4.504411764705883;4.867647058823529;2.2705882352941176
16;16;val_078.png;11058;480;270;129600;903.6666666666666;985.0;426.0;216.66666666666666;4.17076923076923;4.546153846153846;1.9661538461538461
17;17;val_114.png;10329;480;270;129600;812.6666666666666;912.6666666666666;327.6666666666667;189.33333333333334;4.29225352112676;4.820422535211267;1.7306338028169015
18;18;val_043.png;17766;480;270;129600;1014.6666666666666;1107.3333333333333;512.3333333333334;244.33333333333334;4.152796725784447;4.532060027285129;2.096862210095498
19;19;val_034.png;15739;480;270;129600;695.6666666666666;964.3333333333334;353.6666666666667;200.0;3.478333333333333;4.821666666666667;1.7683333333333335
